job_name,company_name,city,area_code_name,industry,salary_min,salary_max,salary_avg,degree,head_count,company_size,company_property,major,skills,publish_date,update_date,job_id,recruit_type,source,keyword,degree_clean,degree_level,salary_level,combined_text,skill_keywords,job_direction,is_high_salary
市场营销5G推广,浙江越众通信设备有限公司,杭州,浙江,,4000.0,15000.0,9500.0,专科及以上,99,100-499人,民营企业,市场营销 工商管理、,五险一金，带薪年假，岗位晋升，技能培训，弹性工作，年终分红，股权激励，年终奖，交通补助，提供住宿,2026-05-11,2026-05-12,2VewAemBCiVcm9V4WR3iGi,0,国家大学生就业服务平台,技术,专科及以上,1,8K-12K,市场营销5G推广 市场营销 工商管理、 五险一金，带薪年假，岗位晋升，技能培训，弹性工作，年终分红，股权激励，年终奖，交通补助，提供住宿 技术,,销售/市场类,0
5G销售顾问+提供住宿+师傅带教,浙江越众通信设备有限公司,杭州,浙江,,800.0,1500.0,1150.0,专科及以上,0,100-499人,民营企业,市场营销 工商管理,五险一金，带薪年假，岗位晋升，技能培训，弹性工作，年终分红，股权激励，年终奖，交通补助，提供住宿,2026-05-11,2026-05-12,9ECG4AYhuqekhyHBM6BMxX,0,国家大学生就业服务平台,技术,专科及以上,1,5K以下,5G销售顾问+提供住宿+师傅带教 市场营销 工商管理 五险一金，带薪年假，岗位晋升，技能培训，弹性工作，年终分红，股权激励，年终奖，交通补助，提供住宿 技术,销售,销售/市场类,0
压力容器设计师,杭州盈铭气体设备工程有限公司,杭州,浙江,,9000.0,15000.0,12000.0,本科及以上,10,100-499人,民营企业,机械设计、过程装备与控制工程等相关专业,,2026-05-11,2026-05-11,NwiBCfdeb4esm1JTxWVPg3,0,国家大学生就业服务平台,技术,本科及以上,2,12K-20K,压力容器设计师 机械设计、过程装备与控制工程等相关专业  技术,机械、设计,制造/工程类,1
操作工,杭州浩瀚精密科技有限公司,杭州,浙江,,4500.0,6500.0,5500.0,不限,2,1-49人,民营企业,机械、数控、测量,五险一金，技能培训，股权激励，定期体检，年终奖，绩效奖金，午餐补助，住房补助，高温补贴，提供住宿,2026-05-11,2026-05-11,GVJc7TLsWzZzL8zwRyvx5x,0,国家大学生就业服务平台,技术,不限,0,5K-8K,操作工 机械、数控、测量 五险一金，技能培训，股权激励，定期体检，年终奖，绩效奖金，午餐补助，住房补助，高温补贴，提供住宿 技术,机械,制造/工程类,0
化工技术销售,辽宁天彩材料股份有限公司,杭州,浙江,,5000.0,8000.0,6500.0,本科及以上,2,50-99人,民营企业,化学 化学工程与工艺 应用化学 高分子 精细化工,五险一金，带薪年假，岗位晋升，定期体检，午餐补助，班车接送,2026-05-11,2026-05-11,WLJuxj9QxoXDuY4PXbbCfw,0,国家大学生就业服务平台,技术,本科及以上,2,5K-8K,化工技术销售 化学 化学工程与工艺 应用化学 高分子 精细化工 五险一金，带薪年假，岗位晋升，定期体检，午餐补助，班车接送 技术,销售,销售/市场类,0
销售代表,天津大田运输服务有限公司杭州分公司,杭州,浙江,,5000.0,6000.0,5500.0,专科及以上,6,50-99人,民营企业,物流管理,五险一金，带薪年假，技能培训，定期体检，交通补助，高温补贴，通讯津贴,2026-05-09,2026-05-11,24tJhAxfxQS3ogs9Hyw13r,0,国家大学生就业服务平台,技术,专科及以上,1,5K-8K,销售代表 物流管理 五险一金，带薪年假，技能培训，定期体检，交通补助，高温补贴，通讯津贴 技术,销售,销售/市场类,0
研究助理,纳晶科技股份有限公司,杭州,浙江,,6500.0,8500.0,7500.0,本科及以上,0,100-499人,股份制企业,化学 化工 材料 高分子,五险一金，带薪年假，岗位晋升，技能培训，定期体检，年终奖，绩效奖金，午餐补助，高温补贴，节日礼物,2026-05-09,2026-05-11,14omiJnHx4xNHwKCQSLUQZ,0,国家大学生就业服务平台,技术,本科及以上,2,5K-8K,研究助理 化学 化工 材料 高分子 五险一金，带薪年假，岗位晋升，技能培训，定期体检，年终奖，绩效奖金，午餐补助，高温补贴，节日礼物 技术,,行政/人力类,0
国内电商平台客服,杭州启迪电子商务有限公司,杭州,浙江,,3000.0,5000.0,4000.0,不限,20,50-99人,民营企业,,,2026-05-09,2026-05-11,GmJk22PWE9FNm516hzvWRq,0,国家大学生就业服务平台,技术,不限,0,5K以下,国内电商平台客服   技术,客服、电商,运营/传媒类,0
销售管培生,浙江浙菱汽车有限公司,杭州,浙江,,4000.0,15000.0,9500.0,本科及以上,10,100-499人,民营企业,,,2026-05-09,2026-05-11,223LirCoA5Mr2KcuMev5mg,0,国家大学生就业服务平台,技术,本科及以上,2,8K-12K,销售管培生   技术,销售,销售/市场类,0
外贸业务员,杭州臻瑞化工科技有限公司,杭州,浙江,,6000.0,20000.0,13000.0,本科及以上,5,1-49人,民营企业,化工 材料 医药 生物 高分子 化学 制药 植物保护,,2026-05-26,2026-05-26,Kv4j1KuBr4Mc6cAycvuttX,0,国家大学生就业服务平台,外贸,本科及以上,2,12K-20K,外贸业务员 化工 材料 医药 生物 高分子 化学 制药 植物保护  外贸,外贸,外贸/跨境类,1
机械自动化工程师和外贸业务员,杭州丁丁贸易有限公司,杭州,浙江,,6000.0,8000.0,7000.0,本科及以上,2,1-49人,民营企业,机电自动化 机械电子 国际贸易 英语,,2026-05-22,2026-05-22,UHXpVWqXyibutmtNrLQY5o,0,国家大学生就业服务平台,外贸,本科及以上,2,5K-8K,机械自动化工程师和外贸业务员 机电自动化 机械电子 国际贸易 英语  外贸,外贸、机械、英语,制造/工程类,0
外贸业务员,浙江天杰实业股份有限公司,杭州,浙江,,4000.0,5000.0,4500.0,本科及以上,5,100-499人,民营企业,国际经济与贸易 商务英语 俄语 德语 法语 西班牙语,,2026-05-13,2026-05-13,XwjhfxkTSHZdYYyr6J2h1G,0,国家大学生就业服务平台,外贸,本科及以上,2,5K以下,外贸业务员 国际经济与贸易 商务英语 俄语 德语 法语 西班牙语  外贸,外贸、英语,销售/市场类,0
外贸业务跟单员,浙江华年电机股份有限公司,杭州,浙江,,4000.0,12000.0,8000.0,专科及以上,10,100-499人,民营企业,英语4级,五险一金，岗位晋升，技能培训，年终奖，年度旅游，午餐补助，住房补助，提供住宿,2026-05-08,2026-05-09,VXsQoqA54thvrVMed2hTgj,0,国家大学生就业服务平台,外贸,专科及以上,1,8K-12K,外贸业务跟单员 英语4级 五险一金，岗位晋升，技能培训，年终奖，年度旅游，午餐补助，住房补助，提供住宿 外贸,外贸、英语,教育/培训类,0
外贸员助理,浙江华年电机股份有限公司,杭州,浙江,,4000.0,12000.0,8000.0,专科及以上,10,100-499人,民营企业,英语4级,五险一金，岗位晋升，技能培训，年终奖，年度旅游，午餐补助，住房补助，提供住宿,2026-05-08,2026-05-09,D9Y34nC14C2CpqjatWYbPa,0,国家大学生就业服务平台,外贸,专科及以上,1,8K-12K,外贸员助理 英语4级 五险一金，岗位晋升，技能培训，年终奖，年度旅游，午餐补助，住房补助，提供住宿 外贸,外贸、英语,行政/人力类,0
外贸业务员\外贸助理,浙江华年电机股份有限公司,杭州,浙江,,4000.0,12000.0,8000.0,专科及以上,8,100-499人,民营企业,国际贸易，商务英语，,五险一金，岗位晋升，技能培训，年终奖，年度旅游，午餐补助，住房补助，提供住宿,2026-05-08,2026-05-09,4PxGJLApvAecmkac1ZVCNU,0,国家大学生就业服务平台,外贸,专科及以上,1,8K-12K,外贸业务员\外贸助理 国际贸易，商务英语， 五险一金，岗位晋升，技能培训，年终奖，年度旅游，午餐补助，住房补助，提供住宿 外贸,外贸、英语,销售/市场类,0
外贸专员/外贸助理/英语//外贸销售员（应届毕业生）,浙江华年电机股份有限公司,杭州,浙江,,4000.0,12000.0,8000.0,专科及以上,10,100-499人,民营企业,,五险一金，岗位晋升，技能培训，年终奖，年度旅游，午餐补助，住房补助，提供住宿,2026-05-08,2026-05-09,EtLbJ83HJr8ouTDWYqbFac,0,国家大学生就业服务平台,外贸,专科及以上,1,8K-12K,外贸专员/外贸助理/英语//外贸销售员（应届毕业生）  五险一金，岗位晋升，技能培训，年终奖，年度旅游，午餐补助，住房补助，提供住宿 外贸,外贸、英语、销售,销售/市场类,0
食堂厨师,杭州天扬机械有限公司,杭州,浙江,,6000.0,9000.0,7500.0,专科及以上,1,50-99人,民营企业,烹饪与营养教育 酒店相关专业,五险一金，带薪年假，岗位晋升，技能培训，年终分红，年度旅游，免费加班餐，提供住宿,2026-05-28,2026-05-29,8h7NHBdyDUYHP323RGYPY5,0,国家大学生就业服务平台,机械,专科及以上,1,5K-8K,食堂厨师 烹饪与营养教育 酒店相关专业 五险一金，带薪年假，岗位晋升，技能培训，年终分红，年度旅游，免费加班餐，提供住宿 机械,机械,制造/工程类,0
仓库保管员,杭州天扬机械有限公司,杭州,浙江,,6000.0,9000.0,7500.0,本科及以上,5,50-99人,民营企业,机械设计制造及其自动化 机械工程 机电一体化 数控加工技术 材料成型与控制工程 航空航天,五险一金，带薪年假，岗位晋升，技能培训，年终分红，年度旅游，免费加班餐，提供住宿,2026-05-28,2026-05-29,72CqwhoxRZRzesRF57PJW7,0,国家大学生就业服务平台,机械,本科及以上,2,5K-8K,仓库保管员 机械设计制造及其自动化 机械工程 机电一体化 数控加工技术 材料成型与控制工程 航空航天 五险一金，带薪年假，岗位晋升，技能培训，年终分红，年度旅游，免费加班餐，提供住宿 机械,机械、设计,制造/工程类,0
数控操作员,杭州天扬机械有限公司,杭州,浙江,,6000.0,9000.0,7500.0,本科及以上,5,50-99人,民营企业,工程机械类；航空航天类；自动化类；仪器仪表类,五险一金，带薪年假，岗位晋升，技能培训，年终分红，年度旅游，免费加班餐，提供住宿,2026-05-25,2026-05-28,EDybHG9DVFLQAXoYtM8a3H,0,国家大学生就业服务平台,机械,本科及以上,2,5K-8K,数控操作员 工程机械类；航空航天类；自动化类；仪器仪表类 五险一金，带薪年假，岗位晋升，技能培训，年终分红，年度旅游，免费加班餐，提供住宿 机械,机械,制造/工程类,0
食堂厨师,杭州天扬机械有限公司,杭州,浙江,,6000.0,9000.0,7500.0,本科及以上,5,50-99人,民营企业,工程机械类；航空航天类；自动化类；仪器仪表类,五险一金，带薪年假，岗位晋升，技能培训，年终分红，年度旅游，免费加班餐，提供住宿,2026-05-25,2026-05-29,Ajkvb7gyM6mdA1yesb1aR9,0,国家大学生就业服务平台,机械,本科及以上,2,5K-8K,食堂厨师 工程机械类；航空航天类；自动化类；仪器仪表类 五险一金，带薪年假，岗位晋升，技能培训，年终分红，年度旅游，免费加班餐，提供住宿 机械,机械,制造/工程类,0
机械工程师,浙江富春江水电设备有限公司,杭州,浙江,,5000.0,10000.0,7500.0,本科及以上,10,500-999人,民营企业,机械设计制造及其自动化 机械工程 机械电子工程 电气工程及其自动化 自动化,五险一金，带薪年假，技能培训，年终奖，专项奖金，午餐补助，住房补助，提供住宿,2026-05-23,2026-05-25,PCneKmPft2SmSmTYj8CesK,0,国家大学生就业服务平台,机械,本科及以上,2,5K-8K,机械工程师 机械设计制造及其自动化 机械工程 机械电子工程 电气工程及其自动化 自动化 五险一金，带薪年假，技能培训，年终奖，专项奖金，午餐补助，住房补助，提供住宿 机械,机械、设计,制造/工程类,0
机械设计工程师,浙江富春江水电设备有限公司,杭州,浙江,,6000.0,12000.0,9000.0,本科及以上,8,500-999人,民营企业,机械设计制造及其自动化 机械工程 机械电子工程 能源动力工程 力学,五险一金，带薪年假，技能培训，年终奖，专项奖金，午餐补助，住房补助，提供住宿,2026-05-23,2026-05-25,2SJsiGUt59T1ABcKqpyt3a,0,国家大学生就业服务平台,机械,本科及以上,2,8K-12K,机械设计工程师 机械设计制造及其自动化 机械工程 机械电子工程 能源动力工程 力学 五险一金，带薪年假，技能培训，年终奖，专项奖金，午餐补助，住房补助，提供住宿 机械,机械、设计,制造/工程类,0
跨境电商创业合伙人,杭州启迪电子商务有限公司,杭州,浙江,,5000.0,10000.0,7500.0,本科及以上,5,50-99人,民营企业,电子商务相关,,2026-05-11,2026-05-12,Xb927gBzzXPcGUiV9HQVjo,0,国家大学生就业服务平台,电商,本科及以上,2,5K-8K,跨境电商创业合伙人 电子商务相关  电商,电商,运营/传媒类,0
电商销售,杭州亿馨网络科技有限公司,杭州,浙江,,4200.0,8200.0,6200.0,专科及以上,10,100-499人,民营企业,经管系 电子商务 计算机,五险一金，带薪年假，扁平管理，绩效奖金，提供住宿,2026-04-27,2026-04-27,5kMo22AQhWmn2CucJpzZSD,0,国家大学生就业服务平台,电商,专科及以上,1,5K-8K,电商销售 经管系 电子商务 计算机 五险一金，带薪年假，扁平管理，绩效奖金，提供住宿 电商,电商、销售,运营/传媒类,0
电话邀约客服,杭州融天商务咨询有限公司,杭州,浙江,,5000.0,30000.0,17500.0,不限,10,100-499人,民营企业,,,2026-06-12,2026-06-15,6dzE6qUDVAQbrdpYSL6cDN,0,国家大学生就业服务平台,客服,不限,0,12K-20K,电话邀约客服   客服,客服,销售/市场类,1
电话客服,杭州信智成商务服务有限公司,杭州,浙江,,5000.0,8000.0,6500.0,专科及以上,10,1-49人,民营企业,,五险一金，岗位晋升，年底双薪，绩效奖金,2026-06-03,2026-06-04,LBSWcyRScrmoPp4G5jM41i,0,国家大学生就业服务平台,客服,专科及以上,1,5K-8K,电话客服  五险一金，岗位晋升，年底双薪，绩效奖金 客服,客服,销售/市场类,0
客服专员【十三薪+周末双休+室内办公】,杭州信智成商务服务有限公司,杭州,浙江,,4000.0,7000.0,5500.0,专科及以上,10,1-49人,民营企业,,五险一金，岗位晋升，年底双薪，绩效奖金,2026-06-03,2026-06-04,JReQ1Mx4obY5emb86JzKxm,0,国家大学生就业服务平台,客服,专科及以上,1,5K-8K,客服专员【十三薪+周末双休+室内办公】  五险一金，岗位晋升，年底双薪，绩效奖金 客服,客服,销售/市场类,0
电话客服+不外出+不推销,厦门市翰源资产管理有限公司杭州上城分公司,杭州,浙江,,4000.0,8000.0,6000.0,专科及以上,10,500-999人,其他,,五险一金，带薪年假，岗位晋升，技能培训，股权激励，年终奖,2026-05-26,2026-05-27,HymsApmLjm221keAiA1Aoh,0,国家大学生就业服务平台,客服,专科及以上,1,5K-8K,电话客服+不外出+不推销  五险一金，带薪年假，岗位晋升，技能培训，股权激励，年终奖 客服,客服,销售/市场类,0
催收客服-合法正规版,厦门市翰源资产管理有限公司杭州上城分公司,杭州,浙江,,11000.0,13000.0,12000.0,不限,10,500-999人,其他,,五险一金，带薪年假，岗位晋升，技能培训，股权激励，年终奖,2026-05-26,2026-05-27,AfZCgwfKANLr7MrM3hMnaf,0,国家大学生就业服务平台,客服,不限,0,12K-20K,催收客服-合法正规版  五险一金，带薪年假，岗位晋升，技能培训，股权激励，年终奖 客服,客服,销售/市场类,1
客服专员,杭州荣耀营地文化传播有限公司,杭州,浙江,,3500.0,6500.0,5000.0,专科及以上,5,1-49人,民营企业,市场营销 教育类 旅游管理,,2026-05-12,2026-05-13,KCYwuCXYcJhNoMm5C7it64,0,国家大学生就业服务平台,客服,专科及以上,1,5K-8K,客服专员 市场营销 教育类 旅游管理  客服,客服,销售/市场类,0
